,USDC price,USDT price,Average USD price
124,352.6953975112961,353.4463990957947,353.0708983035454
125,352.1361479770622,351.53122001285493,351.83368399495856
126,351.40447723386933,353.69522241987465,352.549849826872
127,348.22809688695634,351.6351039563322,349.93160042164425
128,354.7935715404556,351.4199563533899,353.1067639469228
129,353.5090981811175,351.7964378524796,352.6527680167985
130,379.52835929240655,351.6477440211636,365.58805165678507
131,350.6863983015376,351.59682010968305,351.14160920561034
132,352.09198694226257,351.9958451141619,352.04391602821227
133,350.68909422641264,354.0554955024557,352.37229486443414
134,352.95677824042343,351.30131576438976,352.1290470024066
135,352.1668627351462,351.6932212906062,351.9300420128762
136,353.16722122526284,350.6298873316076,351.8985542784352
137,350.9755093921615,353.1793843166948,352.0774468544281
138,348.5726469426408,351.6786228364247,350.12563488953276
139,353.08726950140107,353.80220826888376,353.44473888514244
140,353.5615374718961,351.3711046288796,352.4663210503878
141,350.17232253535656,353.23019237257535,351.7012574539659
142,354.11947881387624,353.2623842963498,353.690931555113
143,353.35216310120273,352.4081650744305,352.88016408781664
144,352.34219046540727,351.4913789394409,351.9167847024241
145,353.84837495033184,353.9085570149775,353.8784659826547
146,352.0669857142857,353.8112623260312,352.9391240201585
147,353.057990784152,353.501751798027,353.27987129108953
148,354.2877838285792,353.3476015924544,353.8176927105168
149,355.11857695784755,353.2421644918672,354.18037072485737
150,355.1834010469039,353.2659282576261,354.224664652265
151,353.0636426535803,353.202934,353.1332883267902
152,354.4807468935218,355.33364373911513,354.9071953163185
153,354.2650410932385,353.77285538375986,354.0189482384992
154,354.4573239667874,353.6374547463526,354.04738935656997
155,353.6409207667017,353.6995996824876,353.67026022459464
156,353.1116923701999,353.37585569546025,353.24377403283006
157,354.71987616107623,355.00318591611,354.8615310385931
158,351.0984066271147,353.53571842105265,352.31706252408367
159,355.8976648057892,354.3173082047508,355.10748650527
160,354.1725058391152,354.9633336760053,354.5679197575603
161,356.3797911193964,352.8338598827916,354.606825501094
162,354.9498395286908,353.8658794478357,354.4078594882633
163,355.37553496470133,356.075934388404,355.72573467655263
164,354.5853762919098,352.76790560660123,353.67664094925556
165,355.1337082136047,352.16354336710964,353.6486257903572
166,353.3864942452832,352.163532,352.77501312264155
167,353.5294081748652,351.62247578955424,352.5759419822097
168,352.9313474063548,353.4512647571333,353.1913060817441
169,354.1561940974387,353.32548564020885,353.74083986882374
170,354.19780395673763,352.2742851160362,353.2360445363869
171,352.0768803207852,351.1188478053902,351.59786406308774
172,354.19977479809023,352.2905537437497,353.24516427092
173,351.6211353659818,350.871790686192,351.2464630260869
174,353.85286255406305,351.865470308623,352.85916643134306
175,351.58835939308545,351.4217119497111,351.5050356713983
176,351.58835939308545,353.1761715479935,352.38226547053944
177,351.6580892923532,351.01750000000004,351.33779464617663
178,350.8738129759996,351.0036447246217,350.93872885031067
179,352.8701940304101,350.97766117823494,351.92392760432256
180,351.11790510042965,353.09360341704667,352.10575425873816
181,351.52748927625805,350.38573157174267,350.95661042400036
182,351.6987868510821,351.3310261503634,351.51490650072276
183,353.8871715660085,350.5131810404152,352.20017630321183
184,349.8443914104255,350.1726931301628,350.00854227029413
185,349.8443914104255,349.8891664857376,349.86677894808156
186,349.8443914104255,350.937155550816,350.39077348062074
187,349.5173226721641,351.034958457805,350.27614056498453
188,349.43998238474137,348.8911966041103,349.16558949442583
189,349.43998238474137,348.93867611683146,349.1893292507864
190,350.21896532872347,351.06213208861766,350.64054870867056
191,350.21896532872347,350.0685111346144,350.143738231669
192,352.2758780076617,352.4778146004824,352.37684630407205
193,351.7317942571932,351.7075713518949,351.71968280454405
194,349.4676093381004,350.54105381780533,350.0043315779528
195,350.4395402497419,351.09800291055933,350.76877158015066
196,351.5448644279741,350.1556720557301,350.8502682418521
197,349.22540126319274,350.2045181445243,349.71495970385854
198,345.47297111126136,352.3296700635449,348.9013205874031
199,351.79371055492305,352.199346806445,351.99652868068404
200,349.4068508611322,350.0235934,349.7152221305661
201,350.9412307900556,352.1233547564036,351.53229277322964
202,351.4964327886263,352.1209492409468,351.8086910147865
203,349.5563041663339,352.1772836908099,350.8667939285719
204,351.52428480227337,351.5164666647552,351.5203757335143
205,351.528801750681,352.52323633751905,352.02601904410005
206,351.60795044623814,350.37042574637854,350.98918809630834
207,351.60795044623814,349.42518775534467,350.5165691007914
208,350.7327623212812,352.329698533946,351.5312304276136
209,352.0552318602086,351.052043,351.55363743010435
210,350.182681212794,352.9995196988616,351.5911004558278
211,352.48364637271254,353.2390186419372,352.86133250732485
212,350.98171392723987,353.4842267645491,352.2329703458945
213,350.10063910307434,353.27307924333013,351.68685917320227
214,342.1011527206811,351.4412182608696,346.77118549077534
215,351.6013620140148,353.4845350194218,352.5429485167183
216,350.6380198958063,352.70035532186284,351.6691876088346
217,351.43514648540486,352.63725418235924,352.03620033388205
218,352.1748513467063,352.0448235164272,352.10983743156675
219,351.9077360411408,351.40306427628144,351.65540015871113
220,351.8107277514817,352.4225969239438,352.11666233771274
221,350.2826459451191,352.4724189050987,351.37753242510894
222,352.93111002726414,353.4915726438775,353.2113413355708
223,354.2554452234561,353.7154407587678,353.98544299111194
224,351.66312634444665,351.59972339968573,351.6314248720662
225,353.95123876140366,353.8980858209424,353.92466229117304
226,353.22520862339485,353.95536028159387,353.59028445249436
227,351.77661553335605,354.03283526261896,352.9047253979875
228,351.4721176733088,354.33387003941334,352.90299385636104
229,350.78321684019807,354.23243542297746,352.50782613158776
230,352.107108125,354.3154493602217,353.21127874261083
231,352.8058767057923,354.2972895789259,353.5515831423591
232,351.9070912995608,354.14131224926854,353.0242017744147
233,353.6932461337549,354.3052029202992,353.9992245270271
234,353.6932461337549,352.2111670505964,352.9522065921756
235,349.31010514539975,354.3318872793336,351.8209962123667
236,351.26247738998984,354.3948244651321,352.82865092756094
237,353.539941954009,352.1656536069378,352.8527977804734
238,349.7680614429608,354.23584994571905,352.0019556943399
239,352.82314102494104,354.3394584453971,353.58129973516907
240,354.0495250929895,354.46465647296395,354.2570907829767
241,353.7786731337269,351.97927548867114,352.87897431119904
242,352.45854072367706,353.864202641647,353.16137168266204
243,353.13253464653627,353.74089373711644,353.43671419182635
244,352.1995284444294,352.17921012913,352.1893692867797
245,352.1536316668105,353.28797799564273,352.7208048312266
246,351.83628631313815,352.0093767366063,351.9228315248722
247,352.2338844771584,354.1521388519254,353.1930116645419
248,353.75628387091604,352.88433111866686,353.32030749479145
249,353.3081701976633,353.95381779241103,353.63099399503716
250,353.1190186669276,352.24622714470195,352.6826229058148
251,351.9370950689553,353.85904230643104,352.8980686876931
252,351.4655449499139,351.1146233846154,351.2900841672647
253,352.1900994439737,353.14037985044524,352.66523964720943
254,351.2093389186412,353.0018529002035,352.1055959094224
255,350.39742288938,350.45045497461655,350.42393893199824
256,350.41544515003227,352.5849648022101,351.50020497612115
257,351.3820853297011,352.66993861297607,352.02601197133856
258,351.5616821634698,351.7679161273812,351.6647991454255
259,350.84312123919216,352.2680110506185,351.55556614490536
260,352.06857914205364,350.5500216167244,351.309300379389
261,352.33157621125963,350.527063,351.4293196056298
262,354.1295765463815,352.68612264200846,353.407849594195
263,351.1895789655837,352.68612264200846,351.9378508037961
264,350.747928560044,352.7089765000852,351.7284525300646
265,351.11484343351435,350.6706418214324,350.89274262747335
266,352.8423357881217,350.5913041297921,351.7168199589569
267,352.98782475388293,350.49309939635674,351.7404620751198
268,351.61024861655204,352.8136680429815,352.21195832976673
269,351.1605182743453,350.6875809124668,350.92404959340604
270,350.8412971363473,352.1888526043949,351.5150748703711
271,352.0681379634793,351.69288383895366,351.88051090121644
272,352.34988266566654,351.3737646677173,351.8618236666919
273,354.2630479744226,351.28538118083674,352.77421457762966
274,352.1499972366228,353.31525841285134,352.73262782473705
275,352.56605293594566,353.47992671224154,353.0229898240936
276,350.27113326489166,352.9764970691812,351.62381516703647
277,352.7611693815349,353.1422265343412,352.95169795793805
278,350.8073282407989,353.3707181291272,352.089023184963
279,352.3308010954671,352.19084201935505,352.2608215574111
280,352.9099892656315,351.7934966413024,352.35174295346695
281,353.49594954874954,352.1458237066413,352.8208866276954
282,351.86850854910176,354.16374000726097,353.01612427818134
283,353.18543591222783,352.00787481487373,352.5966553635508
284,349.7526560747573,351.83108684559915,350.7918714601782
285,352.4162164120536,353.9431508490937,353.17968363057366
286,352.0364861007085,351.8149639619048,351.9257250313067
287,351.56553503256697,353.5552886191375,352.56041182585227
288,354.0366282363437,353.8597902264454,353.94820923139457
289,354.3133418837308,354.3265194311696,354.3199306574502
290,349.7104375,352.9684097829822,351.33942364149107
291,357.792393887315,354.4323851257441,356.11238950652955
292,353.00550174502735,354.0071636623581,353.5063327036927
293,351.4379657715649,354.05945762071565,352.7487116961403
294,352.8028763978971,351.9559665071988,352.37942145254794
295,353.86170456953033,351.9019320128948,352.88181829121254
296,354.49585469833727,353.8664595188436,354.18115710859047
297,350.57003291520726,353.77666093628585,352.17334692574656
298,353.3206307499971,350.813358,352.06699437499856
299,353.44401786817184,353.14092530206136,353.2924715851166
300,352.6803519566817,350.7643822691794,351.72236711293056
301,353.1602421284919,351.798306321503,352.4792742249974
302,351.2111216825492,353.00565035240214,352.1083860174757
303,352.6966372206758,350.6996085329906,351.6981228768332
304,353.19364170721354,352.2789463844135,352.7362940458135
305,347.4755854544921,351.39062,349.433102727246
306,352.5698921371688,353.52581376193126,353.04785294955
307,347.43255879956445,353.0973340767706,350.2649464381675
308,350.77744353687035,353.5475041692246,352.16247385304746
309,353.1861549055481,354.3478518827662,353.76700339415714
310,353.64345160310376,353.2145380761588,353.4289948396313
311,352.9192014525662,353.7900215501362,353.3546115013512
312,353.1293341271714,354.53133517740366,353.83033465228755
313,354.56639045008035,353.332385,353.9493877250402
314,354.0046916656087,353.4851017621641,353.7448967138864
315,355.4316416187486,353.59619466222847,354.5139181404885
316,353.253292612549,355.3705508841746,354.3119217483618
317,351.84814335048503,355.3423787878788,353.5952610691819
318,352.60666434731263,353.2302202222426,352.9184422847776
319,354.36021863933934,353.7475472314378,354.0538829353886
320,349.24128288825085,351.9607000149478,350.6009914515993
321,352.79717629496065,354.10945581439654,353.45331605467857
322,352.4218839529915,352.7556487701211,352.5887663615563
323,355.17438080698105,353.3645347586132,354.26945778279713
324,355.57140259482304,354.0596079177992,354.8155052563111
325,352.104403152693,354.1556336136497,353.1300183831713
326,387.42986217818856,353.2760501472865,370.35295616273754
327,352.6703527360252,352.31514265806106,352.4927476970431
328,354.7927838277154,353.7286975638634,354.2607406957894
329,365.26431029190894,352.9181308736627,359.0912205827858
330,354.97821973711336,351.83703529931864,353.40762751821603
331,354.8431094400723,351.8901466666667,353.3666280533695
332,353.3316003271633,353.31231038724,353.32195535720166
333,353.3227662391339,353.5254337962657,353.4241000176998
334,353.69504717734594,351.98902775498016,352.84203746616305
335,353.0746218767477,350.2824093935797,351.6785156351637
336,351.11931537201906,351.42515185261254,351.2722336123158
337,352.58537189364245,352.23692236122207,352.4111471274323
338,352.24084589615853,352.42792820870176,352.33438705243015
339,350.34494565267227,352.392212603361,351.3685791280166
340,350.64978125508617,353.0664873417825,351.8581342984343
341,347.71736987737484,353.1952998943664,350.45633488587066
342,352.580743548487,350.96654169663066,351.77364262255884
343,350.46073407488586,351.80307321614924,351.1319036455176
344,352.61325093941883,352.75779639232144,352.68552366587016
345,351.8199023315796,350.7573490909091,351.2886257112443
346,351.3857181572759,352.2074794608984,351.7965988090872
347,350.6923713552827,350.97537180385723,350.83387157957
348,352.35010766373773,350.4195766382181,351.3848421509779
349,352.35010766373773,352.6052964588744,352.4777020613061
350,347.1885671995814,350.5425691928528,348.8655681962171
351,348.93928894444446,350.1644223265454,349.5518556354949
352,346.3991086466156,349.9207659863645,348.1599373164901
353,350.8166058215325,349.7673141602213,350.2919599908769
354,349.02004492873147,349.81183803347045,349.41594148110096
355,347.20773392006777,348.48108584467866,347.8444098823732
356,347.20773392006777,347.9504211652223,347.579077542645
357,345.4511843599441,346.2985658831079,345.874875121526
358,345.3726168329513,347.10698182951063,346.239799331231
359,345.88274174042414,347.05456305629644,346.4686523983603
360,345.22843078116773,346.71115596010327,345.9697933706355
361,345.22843078116773,346.7211724015086,345.9748015913382
362,344.1134530888133,345.2968725981115,344.7051628434624
363,346.07291938254605,347.15809902886565,346.61550920570585
364,342.526518,344.7822015362475,343.65435976812375
365,345.06768470192947,346.8245656930281,345.94612519747875
366,348.4953691733513,344.79134300000004,346.6433560866757
367,345.04534683761847,345.76175,345.40354841880924
368,343.3351081992209,345.609502,344.4723050996105
369,355.9682136644772,345.4988170986255,350.73351538155134
370,344.6460033357636,348.4568409154156,346.5514221255896
371,346.82972533391114,345.9087911273711,346.3692582306411
372,346.82972533391114,344.49930324966306,345.6645142917871
373,372.32923626560114,346.298110796531,359.31367353106606
374,345.95982109613107,346.85718141430164,346.4085012552164
375,345.78810061444904,347.6796010986165,346.73385085653274
376,349.0892980313464,345.3071262927056,347.19821216202604
377,349.0892980313464,343.63777384344763,346.36353593739705
378,343.1967439136326,343.0502117220082,343.1234778178204
379,342.474189241713,342.0477370828377,342.2609631622754
380,345.43609708388965,346.35155718507355,345.8938271344816
381,347.3013796499925,347.4122905761185,347.35683511305547
382,342.5168477869916,347.58839387480657,345.05262083089906
383,350.1650578128616,350.2567531744938,350.2109054936777
384,350.83283343989416,351.4267171947378,351.129775317316
385,347.1868914802521,350.9564664473305,349.0716789637913
386,350.4537154432201,349.1762876021917,349.81500152270587
387,349.37122427050497,350.64672669425903,350.00897548238197
388,349.8650070473572,350.7778083752238,350.3214077112905
389,349.82507447722804,351.41304800877214,350.6190612430001
390,373.9861060066529,349.1769971286302,361.58155156764155
391,344.5755447534476,349.0742923756808,346.8249185645642
392,343.5248585,348.95523078001423,346.2400446400071
393,349.3041096189637,348.8663405324222,349.08522507569296
394,358.7521402306449,348.68615062697,353.71914542880745
395,351.18978850008443,349.58662053630314,350.3882045181938
396,348.75548662460545,348.5593384123256,348.65741251846555
397,349.4575120652245,348.5038778650779,348.9806949651512
398,349.943037327326,350.6397248321828,350.2913810797544
399,348.8472999020364,350.7485824545212,349.79794117827885
400,350.9521314407439,349.9374124103543,350.4447719255491
401,348.5817078822676,348.1351985036129,348.35845319294026
402,345.0612242436055,344.31743949937004,344.68933187148775
403,342.2073711134469,342.0613862833697,342.13437869840834
404,341.40570045037737,342.1775468101883,341.79162363028286
405,343.004814132232,340.1765927489777,341.5907034406049
406,340.85187589226825,341.1434622167106,340.9976690544894
407,341.85894743629234,339.64035006682246,340.7496487515574
408,339.4704930920059,341.69139251086125,340.5809428014336
409,341.00431670593,339.8395981183907,340.4219574121604
410,338.2241979028281,339.6863510337214,338.95527446827475
411,340.3510095425585,339.54779954595296,339.9494045442557
412,339.3548872152281,339.0108958145336,339.18289151488085
413,337.41493516708994,337.9410418603239,337.6779885137069
414,339.08654086193354,337.2485850193392,338.16756294063634
415,342.4759949561782,339.26339903705525,340.86969699661677
416,342.4759949561782,339.2856908560975,340.8808429061379
417,337.7008141062712,339.2513536263603,338.4760838663158
418,338.14075361307755,339.2513536263603,338.6960536197189
419,330.650832753971,339.20997667255574,334.93040471326333
420,338.2276513909612,337.3650194759371,337.79633543344914
421,339.6967247913391,340.775280129035,340.236002460187
422,338.12521071594693,338.6279,338.3765553579735
423,340.14999405508934,338.61960390687,339.38479898097967
424,335.90413307932545,338.5441345186405,337.22413379898296
425,338.4995256281816,340.58739894711806,339.54346228764985
426,338.9258953569884,339.40144593171766,339.16367064435303
427,338.781704777904,339.4059203206947,339.09381254929934
428,339.1559719886263,338.1572376586228,338.65660482362455
429,340.3343492256574,338.03063327198583,339.18249124882163
430,341.8324040979045,339.0919777370385,340.4621909174715
431,338.40325197846545,338.9921678156513,338.6977098970584
432,338.0602955223317,339.985239301759,339.02276741204537
433,341.6021914876966,340.9337313216539,341.26796140467525
434,337.94641731511655,340.41539565502984,339.1809064850732
435,337.9322571653017,339.13393241933073,338.5330947923162
436,338.0794192524287,339.95997079114625,339.01969502178747
437,337.2431398391188,338.536585725292,337.8898627822054
438,337.1906559822812,337.42531262249213,337.30798430238667
439,336.669022062189,336.90209569173857,336.7855588769638
440,335.8354906678877,336.4444889520253,336.13998980995655
441,337.5802406775024,335.2641365088973,336.42218859319985
442,332.4999191508965,332.5291197865855,332.514519468741
443,334.0544329719679,335.4521158501589,334.75327441106344
444,336.87453869294734,335.9587937358793,336.41666621441334
445,335.57656756638,338.08943824542706,336.8330029059035
446,338.2490830194671,336.7375705259495,337.4933267727083
447,335.8095029416885,336.48708745138265,336.14829519653557
448,336.9592785555059,338.3657895541023,337.6625340548041
449,337.4373144822235,338.42805202541854,337.932683253821
450,337.42749370761004,336.8540769636611,337.14078533563554
451,337.41414419903947,338.4230305642927,337.91858738166604
452,339.31566042008103,336.7885075,338.0520839600405
453,338.211890151882,336.2182809719576,337.2150855619198
454,336.8006420504588,336.63515368987703,336.7178978701679
455,335.4294775912977,338.44374674061487,336.93661216595626
456,336.2418911194371,338.4679473333333,337.3549192263852
457,333.1246327047985,338.1151500682344,335.61989138651643
458,335.1143888473852,335.69127909090906,335.40283396914714
459,335.8829402726697,338.3734312007028,337.12818573668625
460,336.84563370043605,339.0555,337.950566850218
461,336.0840559932437,338.5586698726137,337.32136293292865
462,337.94498747782086,339.14694401080925,338.545965744315
463,336.15541941060314,337.157631603707,336.65652550715504
464,338.13542840307554,337.2634343440514,337.69943137356347
465,336.3316490251074,338.93420191743894,337.6329254712732
466,338.59511486486656,338.93420191743894,338.76465839115275
467,338.97556888476623,340.7357344820616,339.85565168341395
468,338.8381042511576,340.15190765259985,339.49500595187874
469,338.8952621444151,338.4766763107482,338.6859692275816
470,339.54536984564044,338.7750762229148,339.1602230342776
471,338.98661340421825,338.5991026488491,338.7928580265337
472,338.0638750956508,340.640759875,339.35231748532544
473,338.9227687081977,340.7651630436269,339.8439658759123
474,340.13055873023933,340.8942888049289,340.5124237675841
475,340.39501908138084,341.06921052623085,340.73211480380587
476,338.9349930287568,339.268540558841,339.1017667937989
477,340.448486309956,340.4249602973052,340.43672330363063
478,336.9826544664243,339.85543240164094,338.41904343403263
479,338.8052055689155,340.6289804738701,339.71709302139277
480,338.8052055689155,339.60990554828265,339.2075555585991
481,340.43904448862503,340.5849391643861,340.51199182650555
482,339.0562640773844,339.6376399767155,339.34695202704995
483,340.03800075603243,339.3637382608696,339.700869508451
484,337.7040700780652,339.0880266851524,338.3960483816088
485,339.4406493353205,340.9700241553287,340.2053367453246
486,341.0553926388595,341.04198461538465,341.04868862712203
487,339.0305312463751,338.9182261538528,338.97437870011396
488,338.39319328585606,337.2624158434187,337.8278045646374
489,339.3984647556134,336.88101981819347,338.13974228690347
490,366.83529451785824,337.9083944966096,352.37184450723396
491,366.83529451785824,339.6102860024864,353.22279026017236
492,339.2641970704402,340.676777531269,339.97048730085464
493,339.1027019876734,340.7328077458817,339.91775486677756
494,338.6678050772702,338.6236607829844,338.64573293012734
495,338.17488307865443,338.0583544324588,338.1166187555566
496,338.9195464575537,337.37928140516493,338.1494139313593
497,337.6951090137781,339.48170725843323,338.58840813610567
498,338.9601558998475,339.50889179145133,339.2345238456494
499,340.1451282240278,338.01531550000004,339.0802218620139
500,338.51568802856286,338.0309450269888,338.2733165277758
501,338.93518946638113,337.69745225448173,338.31632086043146
502,338.18724982384884,337.9889615323704,338.0881056781096
503,336.4819358326191,340.1543056831594,338.31812075788923
504,338.0852053531649,338.0643565014664,338.07478092731566
505,339.89845515625,340.5215521012118,340.2100036287309
506,340.208289488622,341.20482594837904,340.7065577185005
507,339.47046428249,341.12475085195285,340.29760756722146
508,340.5291356235065,340.16289870310453,340.34601716330553
509,341.1153259749712,339.57384292654297,340.3445844507571
510,342.31729382604146,340.2284624777531,341.2728781518973
511,339.9842986444405,340.16402235644915,340.0741605004448
512,341.27484645373926,342.23689952925844,341.75587299149885
513,360.4825445544554,342.2155282517869,351.34903640312115
514,341.2653733012136,341.3378808587935,341.3016270800035
515,340.5637743711833,340.4578446074641,340.5108094893237
516,342.3419747308148,341.09324853487954,341.71761163284714
517,340.1278604018883,338.561622,339.34474120094416
518,336.6980063106428,340.65723642547675,338.6776213680598
519,350.8799569368667,340.6241934429136,345.75207518989015
520,341.0602891348787,338.59656023789614,339.8284246863874
521,339.23892441234693,339.5503482394407,339.3946363258938
522,338.46033575573443,341.2397757220081,339.8500557388713
523,340.07915099190177,340.99644594065126,340.5377984662765
524,338.563465,341.1338810587674,339.8486730293837
525,333.8804955262458,342.74687762943825,338.313686577842
526,341.88613887630936,343.3151636536343,342.6006512649718
527,340.86212278346,342.8487885694238,341.8554556764419
528,340.3860861492114,341.71718420006755,341.0516351746395
529,341.5213720318368,341.3161547410819,341.4187633864593
530,339.8785918528853,339.48470891111367,339.6816503819995
531,339.62910045232,339.57443920621046,339.6017698292652
532,340.5604922588983,338.7470687861766,339.65378052253743
533,370.8135155965481,338.58890664609106,354.7012111213196
534,340.56694509515034,338.30921569165554,339.43808039340297
535,339.27430099890665,339.7624809543084,339.5183909766075
536,338.31673565775384,337.1578073159172,337.73727148683554
537,339.45758590101974,336.6163418622921,338.0369638816559
538,336.2787103891142,338.4766866707433,337.37769852992875
539,338.5290191010062,339.0060022265385,338.7675106637723
540,337.1526574889,338.9267415285018,338.0396995087009
541,337.7561413132356,339.83536484973183,338.7957530814837
542,339.57321115573205,340.4425381282122,340.00787464197214
